Node,Latitude,Longitude,Height,Risk
6112692_3,47.36864035451,8.51511109882822,476.940924428403,0.163262890796858
6112692_4,47.3688873766756,8.51479835363227,475.482585260645,0.208449387361835
6244262_0,47.3677493012111,8.51615506839833,481.366232151166,0.3017581479726
6244262_1,47.3677835115632,8.51613461485589,481.266162233427,0.308187701008015
6244262_2,47.367821060661,8.51611013754121,481.259087526239,0.304872835192142
4859191_0,47.3714357986061,8.51425846501581,464.502386860549,1.91060229605384
4859191_1,47.3715025496613,8.51437372297555,464.106094529852,1.79626317501655
4859191_2,47.3717557539394,8.51482127822695,463.693975220434,1.91228507139282
4858525_0,47.371074906387,8.5146864308405,464.788911706768,1.96317734484043
4858525_1,47.3711456084199,8.51459943394762,464.681812060066,1.93438621912602
4858525_2,47.3713375996189,8.5143762894787,464.417528297752,1.92598924591473
4858525_3,47.3713564569218,8.5143536833787,464.433501117863,1.92618801894289
4862095_0,47.3706521795048,8.51680273358069,463.729904055595,7.22842202424471
4862095_1,47.3704810114281,8.51539832494715,465.332767622545,2.49214375052781
4862097_1,47.3704300285669,8.51494121902487,465.727361606434,1.65968890844306
4862097_2,47.3703909106395,8.51457764740788,466.192830238491,1.58364199792417
4862537_0,47.3697186842075,8.51661989912845,464.415556825697,2.59702184972209
4862537_1,47.3699353129579,8.51626985139293,464.529335526749,3.16357932489066
4862537_2,47.3701531767745,8.51591456923497,464.778116188943,3.19828869208349
4862537_3,47.3703540551927,8.5155922681943,464.971908616833,2.87275615971838
4864821_1,47.3707619358951,8.51505769398193,464.888366684318,2.2027594095451
4864821_2,47.370981005855,8.51479370800913,464.71205234807,2.01427419355921
4866010_0,47.3715219826973,8.5141606433704,464.308257113211,1.89618772615032
4866225_1,47.3706313114859,8.5141623520028,465.94961143937,2.25662275499316
4866225_2,47.3707001962517,8.51427935921865,465.774311719462,2.10051119604326
4866225_3,47.3708630339975,8.51458113023901,465.136577912606,1.88384895883965
4868316_0,47.3688790216444,8.51699414762421,466.619401547126,0.614829503418614
4868316_1,47.3688945433511,8.51679976209163,466.997555796057,0.561287872351238
4868316_2,47.3689049109056,8.51671048012794,467.33961807657,0.528983723229427
4868316_3,47.3689198812218,8.51663884780336,467.517650452442,0.558833654212844
4868316_4,47.3689396507653,8.51656380371944,467.796673559584,0.557939791517576
4868316_5,47.3689629742247,8.51649059231857,467.936685428955,0.537999582161529
4868316_6,47.3689849814793,8.51643312352768,467.970684962347,0.539369049132484
4868316_7,47.3690117207417,8.51637752449701,468.089670099318,0.522677083919656
4868316_8,47.3690395816743,8.51632896543762,468.026645201258,0.52554393103382
4868316_9,47.3690710384272,8.51627871800293,468.086612483487,0.571729661386812
4868316_10,47.3691265330125,8.51620790371795,467.984536855482,0.592032493385848
4868316_11,47.3694535118121,8.5157846285459,467.564097271301,0.879435829325278
4868316_12,47.3696948309646,8.51547017808068,467.396774884313,1.02562781715308
4868316_13,47.369974747913,8.51510736737404,466.846398951486,1.14390351448004
4868316_14,47.3702051489838,8.51481374306113,466.476084460504,1.34739981206085
4869812_1,47.3711718866427,8.51514019324235,464.13019942306,2.78451234068605
4869812_2,47.371296833738,8.51537155757462,463.986636513844,3.79961473538791
4869812_3,47.3714828091595,8.51570466717716,463.603809959255,5.24761628213733
4869812_4,47.3715912866219,8.5159001361705,463.423326652497,5.53676924525863
6048814_0,47.3703278002204,8.51455352126658,466.143021400087,1.5651858836368
6048814_1,47.370383589957,8.51453110429915,466.227896346711,1.60003891103025
6048766_0,47.3703821703151,8.51423511913304,466.488197367638,2.02833408476653
6048766_1,47.3704339394527,8.51419622870576,466.41909949109,2.1323049874797
6048766_2,47.3705103927718,8.51411366462371,466.263980181888,2.24952441491824
6048767_0,47.3703391975538,8.51424896324935,466.441297129728,1.99722023857594
6048770_3,47.3703233750383,8.51410780293764,466.715480746701,2.12691817698669
6048816_5,47.3702575092636,8.51412748826806,466.776635195129,2.03536859056749
6048816_6,47.370272214528,8.51423500778846,466.616488317959,1.92049484784455
6048817_1,47.3702865484488,8.51438242734958,466.493302349932,1.72169439758977
6048819_0,47.3704002179718,8.51444357414923,466.224940274842,1.71120470352268
6048819_1,47.3703913017127,8.51432778963461,466.323080144823,1.86334509124624
6048820_1,47.3703713767864,8.51445353223787,466.28600656148,1.69225854671283
6048825_1,47.3715034368855,8.51418168021854,464.350285048597,1.9004769436608
6048827_1,47.3710531589147,8.51471318902498,464.82194236014,1.97030653017135
6048884_0,47.371377706971,8.51432817276904,464.452470525168,1.92640718169357
4858515_1,47.3716889838345,8.51578613048884,463.398182732053,5.06692337452762
4858515_2,47.3719382775099,8.51552521587104,463.22178533487,3.4421554162926
4858515_3,47.3720750707273,8.51538572731807,463.175563564524,2.67701044251178
4861936_1,47.3723073821146,8.51514300389793,463.110192783177,1.52264297418796
4862497_0,47.3730136999138,8.51441429514507,462.748056020588,0.285634512673502
4862497_1,47.3733268781276,8.51496873983234,462.057670601644,0.393188046443234
4862503_1,47.3717443146228,8.51616146626475,463.093659331091,5.6045600089814
4862503_2,47.3719335653027,8.5164807179643,462.825837981887,4.94316328923092
4865529_1,47.3729335694477,8.51427814724247,462.633404746652,0.28202485217783
4865965_1,47.3726383261452,8.51479866822816,462.837663093582,0.647984215822101
4865965_2,47.3729056331293,8.51451955640312,462.652236212976,0.318750690221936
4865996_1,47.3731535981303,8.51426576667883,462.557835049927,0.278789489201208
4869044_1,47.3723776386096,8.51526812090998,462.96888125129,1.6586223575654
4869044_2,47.3725005996479,8.51548863258155,462.764334470034,1.76774170854949
4869044_3,47.3726339170095,8.51572327088177,462.576746088453,1.80052091796614
6112665_1,47.3718220190818,8.51493843455787,463.585682255216,2.0647270753588
6112697_0,47.3707551139632,8.51669921817173,463.621735782363,7.51172450153827
6112697_1,47.3708631968708,8.51659052328589,463.507559084333,7.66277118820178
6112697_2,47.3711281538005,8.51633918832662,463.676110720262,7.44154969982019
6112697_3,47.3713740093064,8.51610759133443,463.55069302395,6.63448952630573
4858500_1,47.3734426036391,8.51517519194864,461.983157065697,0.493003816293612
4858500_2,47.3736141435226,8.51548017604083,461.656396885403,0.66694224394925
4858500_3,47.3737680672781,8.51575354274097,461.624715050682,0.901652622036359
4861964_1,47.3728376764735,8.51550007045974,462.31743121054,1.04787558824511
4861964_2,47.3730902467907,8.5152252849481,462.127038996667,0.577835187216926
4861964_3,47.3732504695735,8.51505223485337,462.098788901232,0.445913809993899
4862501_1,47.372850934518,8.51610648657351,462.246787008829,1.84631993989577
4862501_2,47.3730472968163,8.51645218577955,461.904920239933,2.37226849901067
4862501_3,47.3731661331547,8.51666333739048,461.777393720113,2.86996136703058
4865538_1,47.3722286220349,8.51615576843964,462.575383856893,3.71318686150461
4865538_2,47.372469479042,8.51589775454449,462.608005848713,2.43808628893895
4865994_1,47.3735262589965,8.51611857584753,461.558988163248,1.26832980776731
4869049_0,47.3745139055041,8.51462621987157,461.092873844318,0.58116785269337
4869049_1,47.3746814701577,8.51491575391712,460.92413967941,0.841568713731097
4869049_2,47.3749630961343,8.51541832200772,460.410889714956,1.5060284134939
4869049_3,47.3750174879405,8.51551121228718,460.245652489364,1.59340517464444
4869059_1,47.3739457887219,8.51607447851645,461.01992245391,1.41281765181766
4869059_2,47.3741152262501,8.51637788934432,460.634169359691,1.98655055676876
4869059_3,47.3741304843353,8.51640465434949,460.6341021033,2.12840524691464
6049122_0,47.3742843122852,8.51420589374798,461.5249034632,0.477279305444892
6049122_1,47.3742136988236,8.51430954297932,461.405986220576,0.466073627670644
6049122_2,47.3740398903757,8.51457301681896,461.586181513034,0.435816778638365
6049122_3,47.3740050583208,8.51463133236148,461.647215109318,0.435461288067829
6049122_4,47.3739886271776,8.51466581323047,461.661223957315,0.447032663394346
6049122_5,47.3739819490935,8.5146894075274,461.630217932165,0.44873707281146
6049122_6,47.373982792696,8.51471474249009,461.5261902567,0.451752532311763
6049122_7,47.3739901051865,8.5147370299484,461.545148524456,0.455299945031046
6049122_8,47.3740059268867,8.51476899648563,461.424074555747,0.461713697187588
6049123_1,47.3744170967048,8.51444678889875,461.245310198516,0.509379105185247
6049124_1,47.3742471773534,8.51413853956159,461.602069362998,0.480639796934231
6049125_1,47.3735964325349,8.51488888920417,461.667037618347,0.389209987905118
6112700_2,47.3746598887244,8.51439212258781,461.032722658478,0.546573458820041
6112710_1,47.3740841569128,8.51490820784012,461.378727756441,0.556071616380567
6112710_2,47.3741941915463,8.51510946281991,461.320234478451,0.68385309248319
6388266_0,47.3744886889879,8.51615746277719,460.488402609713,2.04792396817401
6388266_1,47.3744262186279,8.51605604086443,460.612669784576,1.76970862593735
6388266_2,47.3743545437496,8.51593267723573,460.807983351871,1.55235349407143
6388266_3,47.3742815564123,8.51579665484296,460.832313100807,1.29576975287386
6388266_4,47.3741650365332,8.51558198586196,460.832837027498,0.972178238626149
4858195_1,47.3753806348297,8.51616137232197,460.095038495027,2.91896540603272
4858195_2,47.3754625102283,8.51631461993672,460.082667895593,3.15444265059243
4858941_0,47.3758614547151,8.51447730137325,459.987457509153,1.70431352357219
4858941_1,47.3759418647403,8.51437840195883,460.000344030559,1.85126275705405
4862292_3,47.3757658177826,8.51431981863571,460.066868745722,1.42369427320589
4865551_1,47.3745923144076,8.516030832189,460.441255614161,1.95340732201487
6048892_1,47.3761015716071,8.51488500840484,459.664412625134,2.39893774388474
6112698_2,47.3752049279142,8.51431012663931,460.784362747334,0.765548272627639
6112698_3,47.3753947727448,8.51462977463327,460.3265393693,1.10680268787554
6112698_4,47.3755372535118,8.51487157321148,459.988919495605,1.48260197544185
6112701_1,47.3753838047422,8.51506301572003,460.022133293562,1.53159011606298
6112702_1,47.3756445064714,8.51473775421696,459.965770064853,1.51767258107838
6388267_0,47.3741945259897,8.51651696604517,460.622819829732,2.31917951465603
4858183_0,47.37620532308,8.51505196608855,459.590970380232,2.70642646221729
4858183_1,47.3762263963248,8.51499617825544,459.791970636696,2.67322393743243
4858183_2,47.3762721885307,8.51489202533711,459.786954050884,2.65544238085079
4858183_3,47.3763538615808,8.51470867923226,459.581922034733,2.77088208448831
4858183_4,47.3764078039496,8.51458993837698,459.675898525864,2.80103878368889
4858183_5,47.3764513737944,8.51451093990153,459.639862549491,2.96839064764307
4858183_6,47.3765211358411,8.51437989771085,459.564809520729,3.11634970497447
4858183_7,47.3765909564285,8.51424255309561,459.754762659781,3.48931667979213
4862274_0,47.3775332405371,8.5150774319392,458.888430360705,3.32802107846456
4862274_1,47.377248762575,8.51575820612275,458.975499561988,3.1903413544417
4862274_2,47.3771885100634,8.5158985510709,459.022518067621,3.22753840740137
4862274_3,47.3771696048517,8.51593013649637,458.871536378749,3.28685603559899
4862274_4,47.3771498021242,8.51594799794296,458.972570850514,3.29824303287346
4862274_5,47.3771227931229,8.51596115847537,458.987629113719,3.31065540622301
4865196_1,47.3778864433175,8.51424613068115,458.738330323249,4.12257584894685
4865387_1,47.3768071243453,8.51418383772044,459.441249520518,3.94961385633888
4865387_2,47.3769921071243,8.51440831667267,459.273534521461,3.81930413677531
4865387_3,47.3770706711815,8.51450296811662,459.234231541865,3.82344179578086
4868900_1,47.3766195016611,8.51548195555673,459.550442413427,3.29159498004733
4869331_1,47.3772123155054,8.51467519468547,459.223683705553,3.64021888444732
4869331_2,47.3774218281687,8.51493819093275,458.940865076147,3.43104329569527
4869514_1,47.3764232144199,8.51591506659147,459.452526873909,3.50999389338502
4869514_2,47.3762955013484,8.51619408309902,459.503584603779,3.65981571297105
4869514_3,47.3762743147321,8.51624846460107,459.45958604943,3.67337109199534
4869514_4,47.3762688172624,8.51628336590892,459.560565540567,3.71394624343077
4869514_5,47.3762673433514,8.51633051804703,459.713522077538,3.72265192177067
4869514_6,47.3762711548969,8.51639446205983,459.699447759427,3.7372641006817
4869518_1,47.3765662799409,8.51542568771369,459.544639779255,3.26595270039492
4869518_2,47.3764444837607,8.51529748157483,459.495090874843,3.12492035838692
4869518_3,47.3763461002348,8.5151964844133,459.534452677704,2.95933302458095
6048891_2,47.3765042356896,8.51420085303211,459.621034041978,3.25293870113036
6048891_3,47.3764401062912,8.5143404309933,459.54506359715,3.03503211883553
6048891_4,47.3763846259627,8.51447174775854,459.5960785551,2.78108846176836
6048891_5,47.3763276763406,8.5146072456342,459.59209319856,2.72310969808
6048891_6,47.3762519099121,8.51476968231944,459.554130584002,2.57881133761794
6048891_7,47.3761893184102,8.51489665699284,459.63616871275,2.57611847266797
6048891_8,47.3761533210106,8.5149728810051,459.594187424518,2.51222117714198
6048891_9,47.3761063451751,8.51507952576314,459.657204637304,2.55471308677896
6048891_10,47.3760439571896,8.51523194196139,459.716216666624,2.53188665431193
6048891_11,47.3760005923899,8.51533909612724,459.705223807134,2.60586205116182
6048891_12,47.3759628772368,8.51544519885011,459.78221704904,2.69467258930444
6114719_0,47.3763109275641,8.51550286106141,459.246238053776,3.11260906090078
6114719_1,47.3762913012297,8.51557807779701,459.111214447767,3.12712441583316
6114719_2,47.3762538421033,8.51568080929845,459.058210398071,3.21251531700127
6114719_3,47.3761985036658,8.5158170135001,459.385220043361,3.31296464898553
6114719_4,47.3761390904275,8.51595512138756,459.213238556869,3.37584323424736
6114719_5,47.3760960591757,8.51607564323916,459.426231376827,3.47512671505772
6114719_6,47.3760571950626,8.51618430460397,459.31422507856,3.51349556233458
6114719_7,47.3760264984948,8.51628717186322,459.445202989504,3.57925744696317
6114719_8,47.3760096437734,8.51635449866903,459.530179960653,3.58937941705895
6114719_9,47.3760004842388,8.51643871888452,459.508119605482,3.62486723244541
6114722_1,47.3759549427626,8.5154674973297,459.799215652049,2.70264514029817
6114722_2,47.3759028646281,8.51562163032032,459.740198662505,2.75393905055171
6114722_3,47.3758605477798,8.51572729544324,459.789204514585,2.86399279705793
6114722_4,47.3757936535993,8.51591915998011,459.765188828111,3.02893211452467
6114722_5,47.3757372818195,8.51608995655885,459.719166445546,3.16860790446792
6114722_6,47.3756989704075,8.51620784485636,459.880149415694,3.26943981457998
6114722_7,47.3756625660595,8.51634404551285,460.074108941481,3.30501830631343
6114723_0,47.3757152787175,8.51637091889842,459.821942455135,3.38706608143354
6114723_1,47.3757719605238,8.51617172470407,459.74099254515,3.28766541022668
6114723_2,47.3758183647186,8.51602421828103,459.891017909162,3.16544122904973
6114723_3,47.3758646747743,8.51588678686533,459.674033397809,3.03597526939814
6114723_4,47.3759189209885,8.51573942500801,459.792037856765,2.90599428646022
6114723_5,47.3759590223721,8.51563791282811,459.867033693008,2.86249073735975
6114723_6,47.3759880722571,8.51556787900875,459.695027157664,2.8407394821066
6114723_7,47.3760190379585,8.51550075734441,459.721012626775,2.75963266600409
6114723_8,47.3760689286061,8.51540087245705,459.648980917409,2.75359326652797
6114723_9,47.3761318845556,8.5152638022656,459.719951975159,2.68926970468307
6114723_10,47.3761719185748,8.51516947844175,459.765940764919,2.68167492677822
6114723_11,47.3761941019019,8.51510073572486,459.718951093964,2.71703432807158
6245129_1,47.3770959117985,8.5159606156994,458.951700802892,3.32128490393687
6245129_2,47.377069129814,8.51594941484036,459.04378293734,3.33094305238436
6245129_3,47.3770219645615,8.51590735823075,459.056950004771,3.38612821851713
6245129_4,47.3768847202939,8.51576607247842,459.079455142841,3.39477771719722
6245129_5,47.3767035266929,8.51557061342745,459.344130997546,3.3592715734844
6245129_6,47.3766839929485,8.51554994524064,459.400203450583,3.34259103239528
4858270_0,47.3787456763375,8.51599347718777,457.922301182523,4.18329943539589
4858270_1,47.3787750367531,8.51589110732007,457.896326284856,4.19274766543608
4858270_2,47.3789061774126,8.51545647698484,457.725415670313,4.12110714852963
4858270_3,47.3789903654686,8.51518185085946,457.81446862407,3.98230262432705
4858272_1,47.3787708821945,8.5148555826444,457.89037726447,4.07279874934862
4858272_2,47.3784762552773,8.51444496869537,458.475569481961,3.9382986200506
4858761_0,47.3787166967776,8.51609454360149,457.947276382707,4.15462655870243
4858761_1,47.3783786945254,8.51616042030872,457.982104891911,3.68411314306506
4858761_2,47.3781327181051,8.51619960372535,458.319716605358,3.31597145855051
4858761_3,47.3779168039826,8.51623098484698,458.326256571338,3.06947537287381
4858761_4,47.3777807404014,8.51624971628421,458.563597886823,3.00404224734041
4863771_0,47.3777748279914,8.51614769545969,458.563716012053,3.02904264077686
4863771_1,47.3777689849581,8.51609227660565,458.695787140168,3.03230316617601
4863771_2,47.3777704717514,8.51605435348951,458.695821296424,3.03589699424067
4863771_3,47.3777710408909,8.51602127185651,458.695853017271,3.04760057520947
4863771_4,47.3777767603376,8.5159847452154,458.695874568075,3.05041412728661
4863771_5,47.3777876390533,8.5159447737129,458.563885920681,3.05503605251968
4863771_6,47.3778706870646,8.51576464327822,458.449847029522,3.15157061556563
4863771_7,47.3780407114299,8.51539201199984,458.514771257527,3.41881366005866
4863771_8,47.3781056415521,8.51524675291829,458.479745282792,3.59077456914551
4865769_1,47.3774073491013,8.51631292946262,458.754522658885,3.10691153919931
4865769_2,47.3771927971819,8.51635064064903,459.026052624919,3.26430249005628
4865769_3,47.3770308343788,8.5163734699452,459.06045834627,3.47252664760073
4865769_4,47.3770034271752,8.5163782000526,459.07852613274,3.48669730619352
6036774_1,47.3792377437536,8.51553975261226,457.549454350024,3.86291403849065
6036774_2,47.3792748959569,8.51559356685269,457.462301958352,3.85430873857794
6036774_3,47.3793487040234,8.51570425790965,457.351995402947,3.7978031966606
6036774_4,47.379481273883,8.51578052531281,457.307567872107,3.68732780734611
6246123_0,47.3771068668019,8.51601671979016,459.155615457334,3.32433459180118
6246123_1,47.377033676862,8.51627214382724,459.2105526058,3.45953554918864
6246124_0,47.3786769829202,8.51620462332555,457.964270936325,4.03291783112182
6246124_1,47.3785122997811,8.51623270917147,458.483678637072,3.84796028315433
6246124_2,47.3782319507281,8.51627889205842,458.573374309577,3.44786315599135
6246124_3,47.3779207525679,8.51632752362513,458.574149154127,3.02732399797936
6246124_4,47.3775689128005,8.51638406055139,458.840023599565,2.97551644108616
6246124_5,47.3772221126943,8.51644322784002,459.106882036664,3.23453692395551
6246124_6,47.3769642113583,8.51648306862662,459.00052458141,3.50077320906841
6246132_1,47.3771418568256,8.51625521996686,459.141283291392,3.34916995226749
6246132_2,47.3773238763369,8.51622106254828,459.140835861675,3.15001662901515
6246132_3,47.3774192040795,8.51620007829499,458.785604636185,3.11230280605164
6246134_1,47.3783608263504,8.51606818165893,458.029244832695,3.71515179593612
6388207_1,47.3786600225285,8.51590782824334,458.072613932192,4.10537703098492
6388207_2,47.3785506953308,8.51578433059037,458.073027357459,3.98947691908807
6388207_3,47.3783697986814,8.51556569669516,458.224725764245,3.80717442197897
6388207_4,47.3782280222499,8.51539621586555,458.22527124919,3.68138355095208
6388208_1,47.3782933673869,8.51482668258321,458.37867025286,3.92993344237401
4858116_0,47.3797994453709,8.51598841524345,456.891516810283,3.42959011905979
4858116_1,47.3797649822533,8.51611034990197,457.085485574789,3.60480181897151
4858116_2,47.3797221346599,8.5162391338356,457.090469649993,3.77587731067611
4858118_1,47.3800064414664,8.51433349985849,456.896630788222,1.48695253449825
4858118_2,47.3798281498401,8.51495010378924,456.897483596578,2.1604857504353
4858118_3,47.3796389010077,8.51559449153228,457.163337443024,3.22769996680533
4858118_4,47.3795812575995,8.51577728639126,457.247306451201,3.45479843097259
4858147_0,47.3794386227077,8.51614407074133,457.570315643214,4.00739730532499
4858147_1,47.3792576719195,8.51602303119184,457.706916217692,4.10212794184098
4858147_2,47.3792363239838,8.5160155813477,457.595980208367,4.1116557791323
4858147_3,47.3790766454925,8.51604040534979,457.601377960294,4.22455495645021
4858147_4,47.3788144680416,8.51608065314066,457.858031530865,4.19239472910672
4858260_1,47.3795498723377,8.51582570477256,457.231340902857,3.65071760355837
4858598_0,47.3813166734188,8.51545465806825,455.263036121614,2.44303059773679
4858598_1,47.3805826644569,8.51565361596224,456.053779615089,2.0817946490296
4858598_2,47.379926518014,8.51583117694984,456.677338339388,3.04935695257957
4858598_3,47.3798363804813,8.51585602862335,456.834551997483,3.14023187575631
4869324_0,47.3781384873905,8.51755147591956,458.173343348317,1.71584183199143
4869324_1,47.378196789233,8.51741409691473,457.963327042758,1.89426734007067
4869324_2,47.3782930918481,8.51719319620435,457.797294055112,2.25764500926192
4869324_3,47.3783968876535,8.51693461177621,457.783279079013,2.77190316769206
4869324_4,47.3784890154954,8.51670312364331,458.043267758563,3.29442925015308
4869324_5,47.3785574852719,8.51652860374909,457.902261823416,3.63878541696157
4869324_6,47.3786434002821,8.51629769059529,457.979266351089,3.94223141678148
6036741_1,47.3798624264676,8.51447791203327,456.932867027819,1.77388134376037
6036741_2,47.3797627007251,8.51482264357515,457.215784856118,2.26723020543507
6036741_3,47.379632264701,8.51524368279336,457.295707326382,2.88507791207298
6036741_4,47.3795159240015,8.51565393337337,457.301603289321,3.54023845271578
6036999_7,47.3806038661296,8.51410560413579,456.16527800262,1.35145133108125
6036999_8,47.3805812566905,8.51410514837197,456.160338317044,1.34046533341156
6037001_1,47.3800866823364,8.51437554894679,457.056376139633,1.37251089383414
6037001_2,47.3799758316531,8.51475295353565,457.193290621974,1.72636463284357
6037001_3,47.3798811395366,8.51508251752761,456.963210344315,2.21816576273946
6037001_4,47.3797741269572,8.51546963769795,457.278104861267,2.84000463005391
6037001_5,47.3796711478539,8.51583690693228,457.27700861264,3.46093265774237
6037003_1,47.379716136529,8.51586059325262,457.26286572963,3.33911037149861
6037003_2,47.3797410639092,8.51586810207946,457.084792195819,3.32230056880239
6037003_3,47.3797696341334,8.51586694408468,457.054717729799,3.29757253288685
6144227_1,47.3795061154418,8.51592468663126,457.407357323915,3.78165574108161
6144228_0,47.3796060684027,8.51625677329769,457.152759185061,3.88744236689273
