nodeId	coords	edges
4862220_2	[47.36647649380885, 8.533191253687157, 456.0154624572024]	['4862220_0', '4869968_0', '6245709_4']
4857973_0	[47.38712524899396, 8.545955291327768, 528.6219616653398]	['4861618_0', '6128385_3', '6128239_0']
4867570_2	[47.3882732813573, 8.528730074012215, 457.1572695830837]	['6267982_2', '4867570_0', '4867570_11', '4857971_0']
4865046_0	[47.39214014832636, 8.547788100236579, 556.6128292232752]	['4865046_10']
6114379_4	[47.36974477923703, 8.522099901496448, 461.1469802791253]	['6114379_0', '4866231_0', '6114374_1']
6114379_0	[47.36913608653661, 8.521134667410763, 461.4115604888648]	['6114379_4', '6112508_3', '4869632_0']
6117607_0	[47.36702574933193, 8.54447351295684, 456.4066401217133]	['6117726_5', '4859153_0', '6117654_1']
6117997_0	[47.37681284889106, 8.53067348197654, 456.5696570677683]	['6117997_2', '6117998_12', '6117998_12']
6117997_2	[47.377292909464764, 8.531381595700058, 456.29567395336926]	['6117997_0', '6117994_0', '4862273_0']
4865361_0	[47.38057926538678, 8.545148954503079, 495.9631060324609]	['6234213_5', '4860385_4', '4865361_2']
4867577_1	[47.387228001540535, 8.537093406799892, 478.1016201339662]	['4861634_0', '4868627_0', '6127714_10', '4751007_1']
4860953_0	[47.36889967243644, 8.53514410993532, 455.87808860465884]	['4864573_0', '4864593_4', '4862463_0', '4869630_1']
4858509_5	[47.37316790486967, 8.512232902890906, 462.818838423118]	['4858508_6', '4865532_0', '4865995_4']
4858117_0	[47.37941377456661, 8.541175991991427, 453.5261960569769]	['4858117_6', '4865370_0', '6159921_0']
6036742_0	[47.38045859213497, 8.51280263000465, 456.311970804818]	['4858118_0', '6036774_4', '4868871_3']
4859455_0	[47.3656068103246, 8.52991464161384, 465.51706053316593]	['4866198_7', '4859455_10', '6114023_18']
4868900_1	[47.37661950166111, 8.515481955556732, 459.55044241342694]	['4865387_3', '4862274_5', '4869514_6', '4858183_0']
6245801_4	[47.365020991224505, 8.531617637716518, 456.8498948160559]	['4866209_0', '4857484_0', '4866209_2']
4858500_3	[47.37376806727815, 8.515753542740974, 461.6247150506824]	['6112710_2', '4862497_1', '4862501_3', '4862315_5']
4860978_0	[47.366755143898004, 8.553469174093932, 472.4222772344947]	['4860978_3', '4859149_0', '4859149_4']
4864660_4	[47.362770658239334, 8.51904506759071, 467.7904907418415]	['4861032_2']
4868723_5	[47.38311899361515, 8.539315550188936, 453.6642626458779]	['4865214_28', '6173333_7', '6127876_0']
6115697_5	[47.376331601461985, 8.545022942689183, 467.7904739640653]	['4868927_0', '6244952_0', '6115696_13']
4860989_0	[47.363796852422595, 8.531865852871375, 456.4938807375729]	['4857496_8', '4864618_1', '4857484_3']
4858948_0	[47.3753664335586, 8.524931411216556, 458.33426147233695]	['4869039_2', '4858186_0', '4865397_5', '4865787_0']
4860981_7	[47.36666635858197, 8.538488146656256, 455.92362447828054]	['4860971_0', '4866177_7', '6244392_1']
4866016_4	[47.37190940776423, 8.549212153084184, 474.52494599390775]	['4865963_9', '4858520_7', '4864813_5']
4863756_25	[47.39013337170396, 8.527587405249783, 450.0524912038818]	['4856953_1', '4865049_2', '4863756_0']
4862495_1	[47.37305705605839, 8.547210730384421, 467.51492996141315]	['4861941_10', '6105033_0', '4865983_0']
4869761_0	[47.3680804428206, 8.52163472664151, 461.94284944888204]	['4857453_0', '4862475_0', '4857457_4', '4865951_4']
4858925_0	[47.378206297339, 8.532085757518296, 455.56354789435863]	['6265718_3', '4868881_0', '4858925_4', '4865193_0']
6388449_3	[47.37405452875166, 8.552381649324024, 494.98007321264595]	['4859165_0', '4862311_4', '6104901_11']
4865214_28	[47.3834132396677, 8.538925505748436, 454.279876566492]	['4868723_5', '4861355_8', '6127716_4']
4865964_0	[47.37210395088961, 8.54520209583526, 467.94947701785713]	['6245474_7', '4869551_10', '4865973_4']
4857974_53	[47.38736727534304, 8.552554727147838, 612.0386630613357]	['4861623_7', '4857974_0', '4856964_3']
6245650_0	[47.36373989466467, 8.549199982971643, 455.5905569419265]	['6245652_1', '6104362_0', '6245654_0']
4858178_0	[47.37701667443149, 8.516760522999451, 458.77610702905804]	['4869324_0', '4858191_0', '6246124_6']
4864828_10	[47.36984905141409, 8.545256793702514, 471.77638520114124]	['4864830_0', '4864828_0', '6106196_3']
4869542_0	[47.37202347528464, 8.554886780159437, 489.1479157982394]	['4861949_3']
6127919_3	[47.381546426279165, 8.54137849845881, 462.3063470106572]	['6127994_0', '4858581_0', '4858243_0']
4861007_1	[47.364871871945766, 8.537779083801611, 455.17608282808214]	['4861001_3', '4868017_0', '4864622_2']
4858190_1	[47.37541728462342, 8.54393088771126, 455.04999426566064]	['4858190_0', '4858944_1', '4858197_0']
4858190_0	[47.37554115668336, 8.543975114003551, 454.9526219442487]	['4858190_1', '4861646_2', '4858943_0']
6115954_0	[47.371313452828275, 8.536069228939285, 456.97977324482054]	['6115955_0', '6115960_3', '6115953_0', '6115956_7']
6130955_0	[47.388211431048944, 8.531855720346458, 456.50028843805194]	['6131103_2', '6131194_0', '4863933_12']
4865223_3	[47.38314643401214, 8.53360999019733, 453.2209362667054]	['4868719_0', '6166596_4', '4858585_2']
6166564_2	[47.38453479638455, 8.548202328662862, 533.7745550731197]	['4869834_5', '6127544_4', '4861359_0']
6388834_3	[47.36729114742286, 8.523613318985761, 462.06894707866013]	['4864607_3', '4750890_3', '6388837_7']
4865971_5	[47.371864360970285, 8.53357845728676, 455.3468246748671]	['4865971_0', '6244865_1', '6244865_2']
4865935_0	[47.36914544650161, 8.544922225496096, 460.27058317139745]	['4858547_5', '4867950_6', '4858141_0']
6131222_0	[47.39136243759518, 8.530285935910035, 474.65852016117424]	['6131225_2']
4862501_3	[47.373166133154655, 8.516663337390481, 461.77739372011274]	['4869044_3', '4858500_3', '4858510_7']
4856978_11	[47.3865592302893, 8.539717100618287, 486.8707484314218]	['4861630_0', '4857978_9', '4856978_0']
6159895_17	[47.37999666387158, 8.541005802757574, 453.6248248256743]	['4858257_2', '6159886_0', '4865370_0']
6159879_7	[47.38076560024411, 8.540264627483433, 452.86053645797074]	['4858257_0', '4860376_5', '6159879_0']
6159879_0	[47.38057855583676, 8.539920040767031, 453.2913787961006]	['6159879_7', '4865354_0', '4861822_5', '6159880_3']
4866187_0	[47.364402075425716, 8.50995671831089, 484.7823070716113]	['4859470_8']
4858253_3	[47.38042793550229, 8.548132643403129, 517.3584972312674]	['6128133_0', '4861828_8', '4858253_0']
4867566_0	[47.38907086367074, 8.538219467664007, 489.2396046295762]	['4857966_10', '4863754_0', '4865053_5']
4858253_0	[47.38003170879535, 8.548131482651623, 514.8395471014082]	['4862263_5', '4858253_3', '4858248_10', '4861828_8']
6245260_0	[47.37208598414932, 8.550620650730067, 480.9610575353727]	['6245263_1', '4864813_5', '6245263_1']
4862540_2	[47.3692434001507, 8.548052817764324, 468.43916599359363]	['4857435_9', '4869827_0', '4862540_7', '4858546_0']
4862540_7	[47.37011506024414, 8.548863943595467, 470.7360426187515]	['6104541_6', '6245482_0', '4862540_2', '4858520_7']
6117209_3	[47.367807984534835, 8.529880195360361, 458.91227544564754]	['6114172_22', '6114308_10', '6117207_11', '6114281_30']
6115196_0	[47.371262229595416, 8.5304155674419, 460.6676015499979]	['6115197_0', '6114966_0', '6114326_14', '6245403_0']
4861633_0	[47.386790764268945, 8.526904629006886, 451.5840326473117]	['4868635_6', '4863557_0', '4868634_13']
4863238_4	[47.36334555028098, 8.52638268185796, 466.72159237693995]	['6114018_39', '4863238_0', '4861027_0']
4857963_6	[47.38948299029237, 8.543257549302039, 520.3254365203902]	['4856959_0', '4856956_7', '4857963_0']
4857963_0	[47.39001580888069, 8.542342470968869, 513.5199473462999]	['4867352_3', '4857963_6', '6128330_7']
4857476_0	[47.36639913159724, 8.512148601849587, 476.48982632905245]	['6051731_8', '4857476_4', '6239849_3', '4859436_0']
4857476_4	[47.36550258609934, 8.511848920825013, 476.7444977834821]	['6079592_0', '4857476_0', '6239849_3']
4858515_3	[47.37207507072735, 8.51538572731807, 463.17556356452405]	['4861936_1', '4869812_4', '4859191_0']
6159822_9	[47.386566606174135, 8.530400398221097, 452.19510964583606]	['4868696_0', '4856972_3', '4857986_5']
4751007_6	[47.38700220255905, 8.539509091632405, 476.69078481569886]	['4751007_7', '4751007_3', '4857978_9', '4856970_5']
5948802_20	[47.368954115714615, 8.524968353570387, 461.234186780639]	['4867952_0', '5949031_7', '4750904_0']
6388279_0	[47.37285617063068, 8.533529841423219, 459.1532501205802]	['6244873_3', '6388276_1', '4866017_7']
4868635_6	[47.386759323210725, 8.526901153238539, 451.5841194195673]	['4861633_0', '4856976_0', '4868695_0']
4857983_7	[47.38960185590219, 8.521397061617861, 456.8821229087189]	['6481149_0', '6234850_0', '4857983_4', '4857983_10']
4857983_4	[47.38813051442351, 8.519962116198114, 457.4974627904594]	['6481151_0', '4857983_7', '4857983_1', '6234862_6']
4857983_0	[47.38643286000236, 8.518322687947167, 458.365606832318]	['4857983_1', '4861348_0', '4861639_0']
4857983_1	[47.38720470615457, 8.51906632727455, 457.95081527438015]	['4857983_0', '6132172_0', '6234836_1', '4857983_4']
4869089_0	[47.371302916521536, 8.51877343879519, 461.502202632837]	['6245349_1', '4859214_3', '4858968_0', '4864808_0']
4861824_0	[47.38037871555392, 8.547301824215275, 510.4904655935243]	['4858261_12', '4860371_9', '6128015_8']
4861354_8	[47.377758786456965, 8.543703482045665, 457.3440280435607]	['6115689_0', '6117847_7', '6127905_0']
6239849_3	[47.365669671118134, 8.512885204224906, 476.91101544257253]	['4857476_4', '4857476_0', '6239873_6']
6131191_0	[47.38682135450189, 8.534964410860988, 465.8708410533145]	['4861632_1', '6131189_0', '4867585_10']
4862663_1	[47.36663443527224, 8.54754047270988, 457.09558070171624]	['4857353_0', '4859435_1', '6104374_0']
4858375_0	[47.37344189563035, 8.545002822947865, 459.9371390789747]	['6106505_0', '4859168_1', '4861955_0']
6388627_0	[47.37873952913443, 8.539732083974625, 455.57843565009534]	['4863952_11', '6150128_0', '6150052_1']
6103933_0	[47.36629746885799, 8.54456195817071, 455.2534762220457]	['4866215_11', '6103933_22', '6114410_3']
4863557_0	[47.38634962645843, 8.527796919851216, 451.9853035705164]	['4868707_4', '4870875_0', '4867583_0', '4861633_0']
6117528_2	[47.374147136182735, 8.520978289935485, 459.5384622402489]	['4869052_1', '4869786_1', '6117526_4']
6127785_0	[47.38585321990991, 8.536416986321484, 472.5959423612803]	['6127785_9', '6127782_4', '6129715_0']
6159623_38	[47.38254853026852, 8.535139732917905, 453.3299790555611]	['4861687_0', '4861686_0', '4861690_1']
6111878_5	[47.36866190508611, 8.528828744410214, 460.455075644888]	['6114331_0', '6114308_11', '4865943_0']
6114313_17	[47.36628042721941, 8.52485130681054, 465.3993743676692]	['6114317_2', '6114311_15', '6114313_0']
4858947_0	[47.37568174421806, 8.537138890435818, 456.2051399210468]	['4858947_3', '4865785_3', '4861921_1', '6115325_9']
4858594_0	[47.38022252366548, 8.537599340278673, 454.20065931789577]	['4860379_0', '4860382_9', '6150053_0']
6388674_6	[47.370799547691966, 8.54773111102835, 471.2323756022379]	['4858518_0']
4857964_4	[47.38976121690112, 8.534427721751179, 476.74359408859164]	['4861607_0', '4863748_0', '4863556_4']
4858208_3	[47.37235504920697, 8.523450816931238, 460.0567176276818]	['4858079_1', '4865799_2', '4869786_1']
4861966_0	[47.37273070539836, 8.53859994318342, 458.2054749429226]	['4865573_5', '4861965_5', '4861966_2']
4865527_0	[47.37208165188151, 8.539649023361344, 460.3201345568523]	['4869549_0', '4861934_5', '4865527_5']
6101872_0	[47.36523994389756, 8.553314333115857, 471.80343873333186]	['4861006_0']
4864633_3	[47.36574669289295, 8.532165848354282, 457.2624244056642]	['4864625_7', '4866209_2', '4868016_1', '6117209_14']
4865527_5	[47.37228311814665, 8.540156784576478, 464.7050899406895]	['4862305_4', '4865573_5', '4865527_0']
4869811_0	[47.37138826525599, 8.527669728272171, 459.3560314094648]	['4859208_0', '6115199_1', '6116630_2']
6115605_0	[47.37292562303426, 8.533433877058457, 459.2371630286798]	['6388276_1', '6265696_6', '6227659_0']
6244868_1	[47.37193138001104, 8.533644449794144, 458.80758095160127]	['6244866_0', '6244872_1', '6244873_3']
6114311_15	[47.36617280572012, 8.5253675289456, 466.2831396488473]	['6114312_1', '6114311_0', '6114313_17']
4857966_10	[47.389059503157206, 8.538189166345752, 488.9736652476713]	['4867566_0', '4863752_2', '4857961_0']
4858521_0	[47.37107891227879, 8.523512285183543, 460.3990314695984]	['4864824_0', '6245713_0', '4869806_0', '6245357_0']
4865573_5	[47.373058603951684, 8.539515620425453, 462.3876848621294]	['4861966_0', '4865527_5', '4869063_4', '4858093_0']
4858560_0	[47.384738301387166, 8.54641654819771, 528.5848173843697]	['4858560_1', '4859275_0', '4860532_3']
6388500_4	[47.37911251154475, 8.549918181337008, 517.7631771229208]	['4862267_0']
6240622_1	[47.37565570013962, 8.516496786018521, 459.9069736832753]	['6112703_4', '6240626_1', '6113040_3']
6244262_0	[47.36774930121109, 8.516155068398332, 481.3662321511656]	['6112686_0', '4866176_0', '4864596_5']
4741761_0	[47.35252134047125, 8.525026314318007, 478.98255425691605]	['4741761_62']
4865063_0	[47.38773520612237, 8.549295379408607, 553.788977461867]	['4865063_7', '4868622_0', '4868621_40']
4865063_7	[47.38840782751344, 8.549408594078967, 559.4540817951784]	['4865063_0']
4861000_7	[47.36571649673735, 8.521541015859869, 463.31819424498826]	['4859449_0', '4859438_0', '4862680_5']
6245244_1	[47.37269046007753, 8.550405758713321, 484.3556756749749]	['4861933_11', '6245241_0', '6245241_0']
6127905_0	[47.378678193878095, 8.543585563708772, 459.68171386793256]	['6388574_0', '4858924_3', '4861354_8']
6106810_0	[47.37497672563539, 8.551154006572801, 498.40087291039526]	['6106812_0', '6245192_0', '6106814_0']
4862272_1	[47.3765617469699, 8.536642866842957, 455.6393111003563]	['4862272_0', '4865386_0', '4869511_5']
4862272_0	[47.377130019606724, 8.537277419542233, 455.1981681548059]	['4862272_1', '4862271_0', '6057883_0']
4865393_0	[47.376456066341916, 8.54375950437017, 456.05541866086423]	['4861646_2', '6117849_15', '6115695_7']
4856954_3	[47.389451461695295, 8.547057271459003, 544.1876891218126]	['4865051_0', '4856954_0', '4868619_9']
4858141_0	[47.368838262610346, 8.544359100437134, 455.22296336106956]	['4862217_0', '4858141_7', '4865935_0']
4858141_7	[47.36857679439139, 8.544591684210115, 455.2224201411009]	['4858141_0', '4860957_0', '4860952_0']
4861689_0	[47.38284551324096, 8.514807498782746, 457.04863795265555]	['4869281_1', '4865228_8', '4858590_4']
4859162_1	[47.37409938042961, 8.542928626415287, 454.9484913973138]	['4859162_0', '4861945_1', '4861946_0']
6114780_13	[47.37402957282333, 8.523495458790418, 459.275242687203]	['6114780_0']
4860374_3	[47.381328865521944, 8.551162412740979, 547.231055595912]	['4860375_0', '4858240_6', '4865739_7']
6244941_0	[47.377933656672084, 8.53626029171624, 456.2910660151392]	['6246045_0', '6245164_0', '4868895_13']
6244402_5	[47.36870778146998, 8.537558954207455, 456.4711632793769]	['6227759_0', '4867954_5', '4857426_0', '4869757_1']
4862475_0	[47.36836935780092, 8.522169551417775, 461.69754771795124]	['4869761_0', '4867965_3', '4869632_0']
4863751_5	[47.38863833867026, 8.539080438961731, 493.68288307636976]	['4861609_0', '4863751_0', '4863754_0']
4863751_0	[47.38917507701491, 8.539063298699256, 494.37747856322676]	['4868611_0', '4863751_5', '4865053_5']
6037040_10	[47.38626928874565, 8.514042689810978, 450.8893383871764]	['6037040_0', '6265805_3', '6233953_0']
4858261_0	[47.379227755444525, 8.547004584285565, 505.8678115857765]	['4865752_0', '4858261_12', '4868884_0']
6104972_0	[47.37599342246264, 8.553380934803375, 508.34493521321565]	['4858175_0', '4858765_0', '6104971_11', '4856932_0']
4868620_5	[47.389466677497005, 8.52139889976067, 450.4584792042151]	['4865057_0', '6481149_0', '4867576_0']
6150053_0	[47.37981873064275, 8.537458577352064, 454.6488699084148]	['4858113_5', '4858594_0', '4860384_2']
4865046_10	[47.39015172869068, 8.547263106964747, 548.5986265521497]	['4865051_0', '4867313_0', '4865051_0', '4865046_0']
4862472_1	[47.36806087268463, 8.545191151702522, 455.5541796144098]	['4862472_0']
4862472_0	[47.36819876538911, 8.545052556064599, 455.39095482509583]	['4862472_1', '4865947_1', '4859143_3']
4859211_0	[47.369769402003726, 8.540657614065731, 456.53023322019726]	['4868307_10', '4858536_0', '4857441_0']
6133231_6	[47.388226534542234, 8.519943915395991, 450.5632267044857]	['6133230_3', '6234862_6', '6133069_0']
6117726_5	[47.36702777173682, 8.544325203286236, 456.6227843556553]	['6117538_6', '6117603_0', '6117607_0', '6117537_3', '6246161_1']
4861032_2	[47.36356321229957, 8.519945802020132, 466.1864903913811]	['4864660_4', '6112553_1', '4861032_0']
4861032_0	[47.36391944881375, 8.520342861200074, 465.7211495693773]	['4862691_3', '6112578_7', '4861032_2']
6166536_4	[47.38605374404674, 8.524458395554795, 451.7234446182847]	['6166531_0', '6166536_0', '6159775_0']
4862538_0	[47.3702841158657, 8.527409188375337, 460.01621394976974]	['4859063_0', '6114325_0', '4859208_0', '4867990_0']
4858243_0	[47.381744693744146, 8.541844613771538, 467.5713523766026]	['4858243_4', '6127919_3', '4858581_7']
4858243_4	[47.381345230524644, 8.542101630271858, 465.7591507602483]	['6127920_0', '4858243_0', '4858255_0']
6125598_0	[47.38198090932439, 8.553690517881865, 561.310777882114]	['6125662_5', '4861823_2', '6125599_0']
4861623_7	[47.387346499018165, 8.55255447864875, 612.091718330048]	['4857974_53', '4867596_0', '6125364_0']
6233950_4	[47.38912576567017, 8.514587289884496, 449.5252244696021]	['6037039_4', '6234481_1', '6233947_2']
4858194_0	[47.374875170773805, 8.534371982215658, 456.57306078914553]	['6388633_0', '6244924_6', '4861924_0', '6115936_0']
4865199_26	[47.37784065877989, 8.522745084009694, 456.93891216348857]	['4865199_0', '4868888_12', '4868888_12']
4859187_0	[47.372268746133294, 8.541333250560529, 459.9179421290755]	['4859183_0', '4865533_0', '4865962_0']
6234765_1	[47.37968266382378, 8.51635690136452, 457.05945585202426]	['6166779_0', '4858115_0', '4865375_0']
6235363_0	[47.378700294484815, 8.542366574116988, 456.36188428103924]	['6127878_0', '4869323_17', '6057885_0', '6057886_6']
6115455_4	[47.376951145055415, 8.541714464689797, 455.82917036674917]	['6117843_18', '6115268_5', '6117843_19', '6115459_0']
6245073_0	[47.37732136379225, 8.548166759079798, 502.4766840338707]	['4869678_1', '4861352_9', '4867595_6']
